English	Yoruba
"Here's what they said: ""Don't take away immigrant rights to public education, to medical services, to the social safety net."	"Ohun ti wón so niyen: ""Ma fi ètó awon asikiri silè fun èkó gbangba, fun isé iwosan, fun isé iwosan, fun isé iwosan, fun isé iwosan gbangba."
Mama got the piece of paper and quickly tucked it away inside her basket.	Mama gba iwe naa, o si gbe e jade ninu èwòn rè.
Labake had literally dug her own grave now that she had crossed the concoction line across the doorstep of her own room.	Labake ti gbe ejó araa rè silè ni bayii ti o ti gbe ejó araa rè silè.
They're already in.	Wón ti wa bayii.
"""I must also thank the media houses, celebrities and other public figures for the great work they are doing in sensitizing our citizens on hygienic practices, social distancing and issues associated with social gatherings."	"""Mo tun gbosuba dupé lówó awon ileesé iroyin, awon akòroyin ati awon miiran fun isé ribiribi ti wón n se fun awon omo ilè wa lori awon ohun ti wón n se fun awon omo ilè wa lori awon ohun ti o"
--- COVID-19: those that tested positive for corona virus in Nigeria are now one hundred and eleven (111) 	--- COVID-19: awon ti wón sewadii fun arun corona ni orilè-ede Naijiria ni egbèrun lóna ogórun-un mésan-an (100)
Investing business, she also said Britain is ready to assist Lagos state on business and that the jacket she was wearing was made in Nigeria.	Bakan naa, o tun so pe orilè-ede Britain ti setan lati ran awon ara lówó ni ipinlè Eko lówó lori òrò aje ati pe adie ti o n gbe ni orilè-ede Naijiria.
The BBC Swahili video has been viewed nearly 50,000 times with over 100 comments and counting.	Nnkan bi egbèrun lóna ogórun-un lóna ogórun-un lóna ogórun-un lóna ogórun-un lóna ogórun-un lóna ogórun-un lóna ogórun-un lóna ogórun-un lóna ogórun-
Turkey registered its first confirmed COVID-19 case on March 11, and by July 15, around 5,500 people infected with the virus have died, while there have been more than 200,000 confirmed cases of the disease in the country.	Orilè-ede Turkey da ejó akókó ti wón pe ni COVID-19 ni March 11, ati July 15, nnkan bi egbèrun lóna ogórun-un marun-un (5,500) eeyan to fara pa ninu èjè naa, o si ju egbèrun lóna og
The latest brings the total number of the confirmed cases to 981.	Ile ejó yii mu ki iye awon ejó ti wón fèsun kan naa to egbèrun lóna ogórun-un mésan-an o le ogórun-un mésan-an (981).
Businesses such as restaurants, cafes, cinemas and wedding halls that had been closed for about three months reopened with social distancing restrictions.	Awon ileesé bii awon ileesé, awon ileesé, awon ileesé, awon ileesé ati awon ileesé igbeyawo ti o ti bèrè fun nnkan bi osu méta ni wón ti bèrè silè pèlu awon ase-èda lori èro-
--- President Buhari congratulates Super Eagles for AFCON 2019 qualification	--- Aare Buhari dupé lówó ikò Super Eagles fun ifesèwonsè bóòlu afesègba 2019
So, we are trying to see what we can do as a country to rescue our own situation so we don't go the direction many will go.	Nitori naa, a n gbiyanju lati ri ohun ti a le se gégé bi orilè-ede lati ri ohun ti a le se gégé bi orilè-ede lati ri ohun ti a le se gégé bi orilè-ede lati ri ohun ti a le se gégé bi orilè-
A phishing attack usually comes in the form of a message meant to convince you to:	Ohun ti wón n pe ni òrò ti o jé ki o da e loju pe:
Although the technology is still developing in its sophistication, it is widely available.	Bo tiè jé pe èro-ayarabiasa ti n pò si i, o pò si i.
"It was at this moment that a light bulb went off in my head, and I thought, ""Wow, I see this in my cancer cells every day, when it comes to their movement."	"Nigba ti nnkan yii waye, mo ronu pe, ""O dun mi, mo n ri eyi ninu awon eemi arun mi lójoojumó, nigba ti nnkan ba n bò."
But you'll have to wait for a few minutes.	Sugbón o ni lati de igba diè.
"She said, ""Can I ask you a question?"	"O ni, ""Se mo le bi e ni ibeere?"
That sounds pretty cool.	O dun mi gan-an.
He finally found the right spot to manifest God's cave map in his mind.	O tun ri ibi ti Olórun ti n fi oju Olórun han.
"Medical experimentation in Africa - often conducted under the guise of the ""greater good"" and of finding cures for deadly diseases like meningitis and HIV/AIDS - has sounded ethical and moral alarm bells for years - particularly over informed consent and forced medical procedures."	"Iwadii ti wón n se nilè Afirika - ti wón n se iwadii ti wón n se labé ""ire to jinna"" ati ti wón n ri iwosan fun awon arun ti o lewu bii meningitis ati HIV/AIDS - ti jé ohun ti o "
In the SARS epidemic, we learned in Hong Kong that most of transmission was because people were removing their masks improperly.	Nigba ti arun SARS selè niluu Hong Kong, a kókó kékòó ni Hong Kong pe nitori pe awon eeyan ti n gbe aworan won silè nibè.
"""it is a crime for anyone that sell ticket to you, and fail to return you home after receiving the payment for the return ticket so it's not your fault."""	"""Èsun ni nnkan fun eni ti o ta èka okò fun o, ki o si pa a sile léyin ti o gba èka okò naa, ki i se ejó e."""
Captain Musa Shuaibu Nuhu was a reputable airline Pilot and Aviation Safety Expert with well over 30 years.	Akónimòógba Musa Shuaibu Nuhu jé akónimòógba agbabóòlu okò okò okò okò okò okò okò okò okò okò okò okò okò okò okò okò okò okò 
I cannot relate now all I have suffered in the hands of his mother.	Mi o le so gbogbo ohun ti mo ti fara pa lówó iya rè.
COVID-19 amid ongoing humanitarian disaster	COVID-19 nigba ajalu to n selè lorilè-ede yii
The days of sorrow and tribulations were numbered.	Awon ojó igberu ati isoro ni wón n koja.
Women in Nigeria face a caustic landmine of political advocacy online	Obinrin ni orilè-ede Naijiria n koju ijoba lori ayelujara
Speaking on the Sustainability of the e-learning policy, the Minister said the government will further engage master teachers that will perfect the system that will transcend its use after the Coronavirus health challenge facing the world.	Minisita tun sòrò nipa idagbasoke eto èkó lori èro-ayarabiasa, o ni ijoba yoo tun ran awon akékòó lówó ki wón le se ohun ti wón nilo léyin isoro arun COVID-19 to n koju lorilè-ede yii
CAF will announce the new hosts for the 2019 AFCON on January 9.	CAF yoo kede awon agbabóòlu tuntun fun idije bóòlu afesègba 2019 lójó 9.
Now you probably assume, well the governments are going to do something.	Ni bayii, o lero pe ijoba maa se nnkan kan.
TK: I think you touch on something which is really important.	TK: Mo ro pe o n wo nnkan to se pataki gan-an.
In a statement issued in Abuja on Monday by Abdur-Rahman Balogun, Media aide to Hon. Abike Dabiri-Erewa, SSA to the President on Diaspora Affairs said that the President gave the directive two weeks ago when the matter was brought to his attention.	Ninu òrò kan ti aare Abdullah-Rahman Balogun so niluu Abuja lójó Aiku (Monday), ògbéni Abike Dabiri-Erewa, SSA fun aare orilè ede Naijiria ni aare fun òsè meji séyin nigba ti òrò naa wa 
"""Whether you are what, old woman!"""	"""Se e niyen, omode obinrin?"""
Fayemi clarified that only few category of individuals and institutions providing certain critical services were exempted from the restrictions:	Fayemi salaye pe awon òkan lara awon ileesé ati ileesé ti o n pese awon nnkan amayederun kan ni a kò lati fi awon òrò naa silè:
What should I do?	Ki ni mo maa se?
Live on Twitter, Ezekwesili recalled her grief: It was a very sad thing for me to bear the thought that children who went to school were so killed and brutally murdered to the point where parents could not recognise their children.	Gégé bi Ezekwesili se n gbe lori Twitter, o so pe: O dun mi gan-an lati gbó pe awon omo ti wón n lo si ile-èkó ni wón pa, wón si n pa awon omo won tori pe awon obi o ri awon omo won.
Is that likely, do you think, here?	Se béè niyen, se o ronu, nibi?
The cause of that crash, it turned out, was an inexpensive rubber O-ring in the booster rocket that had frozen on the launchpad the night before and failed catastrophically moments after takeoff.	Ohun to fa ikò yii ni òkan lara awon òkan-o-jòkan-o-jòkan-o-jòkan-o-jòkan-o-jòkan-o-jòkan-o-jòkan-o-jòkan-o-jòkan-o-jòkan
The question is whether the United States and other countries are going to give immigrants access to the rights and resources that their work, their activism and their home countries have already played a fundamental role in creating.	Ibeere naa ni boya orilè-ede Amérika ati awon orilè-ede mii maa fun awon asikiri ni ètó ati awon ohun amulo ti wón n sisé, isé won ati awon orilè-ede won ti se ipa pataki ninu isé won.
"""Na... No... Labake answered slowly, meditatively,"	"""Naa... Labake dahun lénu, o si sòrò."
So we're looking at planting crops that elephants don't particularly want to eat, like chillies, ginger, Moringa, sunflowers.	Nitori naa a n wo awon oko ti erin o fé je, bi eegun, ginger, Moringa, oorun.
And that most people who die of regular flu -- which in regular flu years is about 360,000 people worldwide, most of them senior citizens -- and they die not of the flu but because the flu gives an assault to their immune system.	Òpò eeyan ti o ku ninu èjè alabóde -- iyen nnkan bi egbèrun méta o le ogórun-un méta (360,000) eeyan kari aye, òpò lara won ni o ku ninu èjè alabóde -- tori pe èj
Ignore it.	Ma sòrò rè.
We have much work done on judiciary, and Britain Prime Minister was happy with this.	A ti sisé pò gan-an lori ijoba lorilè-ede Britain, aare orilè-ede Britain si dun gan-an.
So you're literally bringing the light indoors.	Nitori naa, o n mu ina naa jade nile.
Other five people were discovered to be positive of corona virus (COVID-19) in Nigeria, which make total to be two hundred and fourteen (214).	Awon eeyan marun-un mii si ri i pe arun corona (COVID-19) ni orilè-ede Naijiria, eyi si mu ki iye won di ogórun-un mérin ati mérindinlogun (214).
Thank you very much.	E seun gan-an.
One does not wear ẹtù cap as a matter of course; only certain people have heads suited for such a cap.	A ki i fi etu gégé bi òrò; awon eniyan kan soso n fi etu gégé bi òrò.
Leave me old witch! Leave me alone! Go back to the district to say your last prayers on earth.	Fi mi silè! Fi mi silè nikan! Pa da si agbegbe lati so adura ti o koja lori aye.
But it's equally foolish to say that our fates are sealed.	Sugbón ootó ni lati so pe awon eegun wa di èda.
One participant in the screen sport competition in Jacksonville, Florida, in America has killed himself after shut two people who died immediately.	Òkan lara awon to n kopa ninu ifesèwonsè afesègba lori èro ayelujara ni Jacksonville, Florida, ni Amérika ti pa ara rè léyin ti awon meji to ku.
He the committee will soon announce the guidelines they will follow.	Awon igbimò naa maa so awon ilana ti wón maa tè le.
However, then-Attorney General George Masaju was aggrieved by the ruling and immediately served a notice of appeal to the High Court:	Amó, ile ejó to n ri si ijoba naa, George Masaju ni èru ba ile ejó naa, o si gbe ejó naa si Ile Ejó Giga Ju Lo.
Nigeria, Iran to strengthen parliamentary ties	Orilè-ede Naijiria, Iran yoo mu ijoba pò si i
Stop cajoling me with your sugar tongue! i'll divorce your friend!	Duro owó owó mi, mo maa fi òré owó rè silè!
"""Of course people because of the pandemic, stay at home, may try to conserve fuel, there is no need to do this."	"""O daju pe awon eeyan nitori arun arun yii, maa gbe nile, maa gbiyanju lati se ohun ti wón nilo, ko si nilo lati se eyi."
The convoluted flight routes are then compounded by the extraordinarily high cost of air travel within the continent.	Nigba naa, awon oju irinsé okò oju omi ti wón n ranti okò oju omi okò okò okò okò okò okò okò okò okò okò okò okò okò okò okò
The net result was more branches and more tellers.	Awon èka ófiisi to n sisé lówó pò si i ati awon to n sisé lówó si i.
Madam... Madam... You stayed awake all through last night. Till this morning ma.. I did not close my eyes madam...	Maamu... Maamu... o sòrò laaarò òsè. Titi di aarò yii ma.
Dhow Countries Music Academy promotes Swahili culture through music	Awon orilè-ede Swahili n gbe awon ara ilè Swahili silè nipa orin
President Muhammadu Buhari says countries within the West Africa region will continue to do business with China because of the strong ties that exist between them and the Asian country.	Aare Muhammadu Buhari so pe awon orilè-ede to wa ni agbegbe West Africa yoo maa sisé osisé pèlu orilè-ede China nitori awon òkan-o-jòkan to wa laaarin won ati orilè-ede Asia.
Sylva made this known in a statement he signed and released in Abuja on Sunday.	Sylva so ohun to selè niluu Abuja lójó Aiku (Sunday).
On July 3, as the debate became more heated, Matiz finally broke his silence:	Ni July 3, bi òrò naa se n pò si i, Matiz fi òrò rè silè:
Caring for Myanmar's orphaned elephants	Wón n boju to awon erin to ba jé lorilè-ede Myanmar
She had heard madam's strange songs and now she's seen her dance a strange, off-beat dance.	O ti gbó orin òhun, o si ti ri i pe o n gbe orin òhun.
And when she saw her approaching from a distance, she quickly rummaged through the basket she brought from the district and took out a small bottle inside which she kept the herbalist's concoction.	Nigba ti o ri i pe o n bò lati òdò òtòòtò, o tèsiwaju ninu apoti ti o mu lati agbegbe naa, o si gbe èko kekere kan jade ninu è.
President Muhammadu Buhari has left Abuja to attend the Summit of the Organisation of Islamic Cooperation, OIC in Makkah, Saudi Arabia.	Aare Muhammadu Buhari ti kuro niluu Abuja lati lo si apejo ajo Islamic Cooperation, OIC niluu Makkah, lorilè-ede Saudi Arabia.
Globally, every single day, it is estimated that 100,000 children start smoking.	Ni gbogbo ojó, o kere tan, o kere tan, o kere tan, awon omo ogórun-un lóna ogórun-un lóna ogórun-un lóna ogórun-un lóna ogórun-un lóna ogórun-un lóna ogórun-un
He noted that the story may have been different if not for the bank's contributions and support, which was no doubt very vital to the recent qualification of the Super Eagles for the 2019 AFCON Championship.	O fikun un pe ohun to selè ninu idije bóòlu afesègba òhun o se pataki tabi ko se pataki fun ikò agbabóòlu Super Eagles lati kopa ninu idije bóòlu afesègba 2019 AFCON.
But as more people get online who speak different languages, it has sparked a linguistic digital revolution - immediate access to English translations of multiple languages with the click of a button.	Sugbón bi òpò eeyan se n lo lori èro-alatagba ti awon eeyan n so ede òtòòtò, o ti mu iwadii èda lori èro-alatagba - iyen o mu ki wón le gbe ede òtòòtò 
The beauty of Yorùbá loanwords is that speakers now use them in their day-to-day conversations as they get absorbed into the language.	Awujo òrò òrò Yoruba ni wón n fi sòrò lójoojumó bi wón se n lo ede Yoruba.
However, the Academic Staff Union of Nigerian Universities opposed the bill, claiming that it was discriminatory since it targeted teachers and that it undermined university autonomy.	Amó, ile-èkó Academic Staff Union of Nigerian Universities fagba han ile-èkó naa, o ni oun o jé ki awon akékòó ati pe o jé ki awon akékòó ni ijoba sisé.
President Muhammadu Buhari has visited the Auschwitz-Birkenau Memorial and Museum in Oświęcim, Poland, where he paid tribute to Holocaust victims.	Aare Muhammadu Buhari ti bèrè si Museum of Auschwitz-Birkenau ni Oswiecim, lorilè-ede Poland, nibi ti o ti se iranwó fun awon to ku ninu isèlè naa.
Three years later, regrettably, verbal promises made by former governor Arẹ́gbẹ́ṣọlá to teach the discovered alphabet in elementary schools across southwest Nigeria have gone unfulfilled.	Léyin odun méta léyin yen, o dun wa pe awon isèlè ti gomina Arégbésola ti se lorilè-ede Naijiria ti n kó awon akékòó awon akékòó òhun ni iwò oorun orilè-ede Naijiria kò lati kó awon 
You see, madam, I have a jealous man for a husband.	O ri, iya, mo ni oloore fun oko.
We've stockpiled enough for 30 percent.	A ti gbe e jade fun ida ogórun-un [30].
""" I don't have the guts to take that bet against human ingenuity."	""" Mi o ni anfaani lati gba ejó yii lówó awon eeyan."
Recruiters and employers use them to decide whether one is a good fit for a job or not.	Awon agbabóòlu ati awon agbejóro n lo won lati pinnu boya o dara fun isé tabi ki i se béè.
"On October 26, in Bubanza province, they were finally charged with ""complicity in threatening state security."""	"Ni October 26, ni agbegbe Bubanza, wón fèsun kan wón pe wón ""n se ohun to n ba aabo ipinlè naa jé."""
As numbers of COVID-19 cases continue to rise in Nigeria, the government has yielded to public outcry on March 18 by placing travel restrictions on citizens from 13 countries with over 1,000 domestic cases of coronavirus: China, Italy, Iran, South Korea, Spain, Japan, France, Germany, Norway, the United States, the United Kingdom, Netherlands and Switzerland.	Bi iye awon ejó COVID-19 se n pò si i ni orilè-ede Naijiria, ijoba ti fi òrò awon eeyan lati orilè-ede mókandinlogun (13) silè, awon eeyan ti o le ni egbèrun kan ati ogórun-un kan (
Governor Kayode Fayemi of Ekiti on Sunday announced a lockdown in the state, directing residents to stay at home from Monday.	Gomina Kayode Fayemi to wa ni ipinlè Ekiti kede pe ijoba ti n boju to awon to n gbe niluu Ekiti, o si ran awon to n gbe niluu naa lówó lati wa sile lójó Aje.
Both the survivors and activists feel that there is a lack of public opinion in support of ending witch-hunting.	Awon agbejóro naa ati awon agbejóro naa gbó pe ko si ohun ti gbogbo eeyan n gbó lati ran awon eeyan lówó ki wón le gbe eeyan silè.
Fakhriyyah Hashim, co-founder of #ArewaToo and NorthNormal (Image used with her permission).	Fakhriyyah Hashim, to jé agbabóòlu #ArewaToo ati NorthNormal (aworan ti a se pèlu ètó rè).
How do you imagine these people reacting?	Bawo ni o se ri i pe awon eniyan yii n se nnkan?
Labake remembered their weekend visits to the suburbs whilst in England.	Labake ranti bi wón se n bèrè si awon agbegbe to wa ni England.
Igbenegbu is seen in the BBC video sexually propositioning an undercover BBC reporter who pretended to be a 17-year-old seeking university admission. Igbenegu can be heard saying:	Igbenegbu wa ri ninu fidio kan lori èro-alatagba lori èro-alatagba lori èro-alatagba lori èro-alatagba lori èro-alatagba lori èro-alatagba lori èro-alatagba lori èro-alatagba lori èro
Mama, there is no cause for fear.	Mama, ko si idi fun igberu.
Thank you.	E seun.
On your computer, you can usually see the destination URL by hovering over the link.	Ni èro-ibanisòròo re, o le ri URL ti o n gbe lori èro-ibanisòròo re.
It wasn't just that when I was digging, better to keep digging, no.	Ki i se nigba ti mo n gbe, o ye ki n gbe, o ye ki n gbe.
We could build large machines, so-called artificial trees, that will scrub CO2 from the air.	A le kó awon irinsé nla, awon igi ti wón n pe ni artificial trees, ti wón maa gbe CO2 jade ninu aféfé.
On the one hand, a set of highly paid, highly educated professionals doing interesting work, on the other, a large number of citizens in low-paid jobs whose primary responsibility is to see to the comfort and health of the affluent.	Léyin òkan, òpò awon onimò-ijinlè ti o ni èkó, ti wón si n se isé to dara, òpò awon eeyan ni awon isé ti wón n sisé ti wón n sisé ti wón n sisé ti wón n
The President decried the use of the cyberspace to manipulate elections, subvert the democratic rights of citizens as well as propagate violence.	Aare so pe o n lo èro-alatagba lati se idajó ijoba, o si n fi ètó awon omo orilè ede naa silè, o si n se iwa ipóniyan.
Of the eight new cases, 5 were reported in Lagos State, 2 in the Federal Capital Territory (FCT) and 1 in Kaduna State.	Ni ipinlè Eko, ejó marun-un lara awon ejó mii ti wón gbe ni ipinlè Eko, meji ni ipinlè Federal Capital Territory (FCT) ati meji ni ipinlè Kaduna.
Jenny and Rosie's mom was not too far away.	Arabinrin Jenny ati iya Rosie o to nnkan.
"""Inside the toilet as usual? What the hell is wrong with this little wretch?"	"""Ohun ti o se pataki ni ile ejó? Ki ni òrun-un o se pataki pèlu eegun kekere yii?"
The United Nations representative on fighting incurable diseases Erasmus Murah said this in a program Nigeria Business of HIV/AIDS (NIBUCAA) in Abuja, on Wednesday this week.	Alaga ajo to n ri si ijoba orilè-ede Naijiria, Erasmus Murah so eyi ni papa isere Nigeria Business of HIV/AIDS (NIBUCAA) niluu Abuja, lójó Aiku (Wednesday).
And the only reason we are seeing these now is because parliament forced Facebook to hand them over.	Idi kan soso ti a ti n ri awon wònyi ni nitori pe ijoba ran Facebook lówó lati gbe won léwòn.
#NAME?	#NAME?
The minister said the loan would be used to construct a headquarters complex and transmission network for Integrated Television Services (ITS), the Federal Government-owned signal distributor and a major component of the country's Digital Switchover (DSO) 	Minisita naa ni wón maa lo owó naa lati kó awon ileesé èro-alatagba ati èro-alatagba fun idagbasoke èro-alatagba fun idagbasoke èro-alatagba (ITS), ti ijoba orilè-ede Naijiria n gbe ati 
#NAME?	#NAME?
#NAME?	#NAME?
These bodies pass verdicts and mete out punishments and remain largely unchallenged.	Awon ara wònyi n gbe ejó, wón si n gbe èjè silè, wón si n gbe ejó silè.
How many Cape Verdeans have internet?	Bawo ni awon Elérii Jehofa ni èro-alatagba?
The Governor of Oyo State, Seyi Makinde, has called on Christians in the State to be full of faith in the power of the resurrection at Easter, particularly when the whole world is faced with the Coronavirus pandemic.	Gomina ipinlè Oyo, Seyi Makinde ti so fun awon Kristeni ni ipinlè naa pe ki wón gbékè le igbagbó ninu igbagbó ti wón ni ninu ètó ayeye ojó Aje, paapaa julo nigba ti arun Corona n ba gbogbo aye.
Now, I've been in government.	Ni bayii, mo ti wa ninu ijoba.
I'd like to see exactly WHERE in Nigeria this survey was conducted.	Mo fé ri ibi ti wón ti sewadii iwadii yii ni orilè-ede Naijiria.
And here is the other interesting thing: when a human being ingests Tamiflu, only 20 percent is metabolized appropriately to be an active compound in the human being.	Ohun miiran ti o dun wa niyen: bi èda eniyan ba n boju to èjè Tamiflu, ida méèédógbòn ninu awon eeyan ni wón n boju to èjè naa.
Four, zero learning loss.	Méfa, ikékòó ikékòó.
It would be recalled that the deceased had earlier tested positive to the ravaging COVID-19, and had been receiving treatment.	A maa ran wa leti pe arun COVID-19 ti arun COVID-19 selè, o si ti n gba itóju.
"The Speaker of the Nigerian House of Representatives Mr Femi Gbajabiamila has congratulated the Nigerian workers for marking this year's International Workers"" Day."	Alaga ile igbimò asofin orilè ede Naijiria, Femi Gbajabiamila ti dupé lówó awon osisé orilè ede Naijiria fun ojó ti wón n pe ni Aje Awon Asisé Kari Aye.
There was nobody near to tell all these to.	Ko si eni to n sòrò fun gbogbo awon wònyi.
But this was not the only case of weaponizing disinformation for political propaganda that was witnessed online during the elections.	Sugbón eyi nikan ni èsun ti wón fi n salaye nipa ijoba lori èro ayelujara nigba igbesè ijoba.
We have six amazing partners across six cities in the United States that are adopting our model for their own context in their community.	A ni agbabóòlu méfa ni ilu méfa ni orilè-ede Amérika ti wón n lo aworan wa fun ara won ni agbegbe won.
And the bees and the beehive fences are also pollinating the fields.	Eegun ati igbo eegun naa n boju to oko.
Also, the intellectuals would have to lend their support to the cause to mold the public opinion.	Bakan naa, awon onimò-èro yoo ni lati ran awon eeyan lówó lati se ohun ti gbogbo eniyan nilo.
I am miserable because I have not been able to refund the scholarship due to the Central Bank of Nigeria's policy on wire transfers.	Inu mi dun gan-an tori pe mi o le san owo èwòn naa nitori ilana ti ile-isé ijoba orilè-ede Naijiria n se fun awon eniyan lori èro-ibanisòrò.
And this Eleanor Roosevelt.	Eyi ni Eleanor Roosevelt.
President Buhari commended the outgoing High Commissioner for his warm and pleasant disposition, which has seen him traversing almost the entire country.	Aare Buhari dupé lówó Ajo to n bòwò fun Ajo to n bòwò fun ibasepò rè, o si ti ri i pe o n ranti gbogbo orilè-ede naa.
Mama heaved a heavy sigh again, she had implicit confidence in the powers of the medicine man.	Mama tun fi èru ba mama rè, o si ni igbagbó kankan ninu agbara onimò-ayarabiasa naa.
The president will also use the opportunity to see Mrs. Fatou Bensouda who is also an ICC lawyer.	Aare tun maa lo anfaani lati ri Ògbéni Fatou Bensouda to jé agbejóro ajo ICC.
Yes, madam. But did they really tell you I had gone mad also?	Béè ni, arabinrin. Sugbón se wón so fun yin pe mo ti n gbe?
But he is not mad.	Sugbón ki i se eegun.
This effort was a plan by the Federal Government through the MMSD to rejuvenate the mining sector as a means of economic diversification.	Ipinnu yii jé ohun ti ijoba orilè ede Naijiria lorilè ede Naijiria lorilè ede Naijiria lorilè ede Naijiria lati mu idagbasoke isé iwaasu gégé bi òna ti o n mu idagbasoke owo.
Facebook maintains the lead as the social media platform of choice with 22 million users, followed by YouTube (7 million+), Twitter (6 million) and Instagram (5.7 million).	Facebook n tèsiwaju gégé bi òkan-o-jòkan-o-jòkan-o-jòkan-o-jòkan-o-jòkan-o-jòkan-o-jòkan-o-jòkan-o-jòkan-o-jòkan-o-jò
It is the person who deceives himself that the gods above deceive: a bachelor who has no wife at home but implores the gods to grant him children.	Eni ti n tan ara rè ni awon òré n tan: akékòó ti o ni iyawo nile, sugbón ki awon òré fun un ni omo.
The WAFU qualifiers is for qualification to the U-17 African Cup of Nations (AFCON) to hold in Tanzania which is a qualifying finale for U-17 World Cup tagged Peru 2019.	Awon akónimòógba ikò agbabóòlu WAFU yoo kopa ninu idije U-17 African Cup of Nations (AFCON) ti yoo waye lorilè-ede Tanzania, eyi ti o jé idije agbaaye U-17 African Cup of Nations (AFCON) ti yoo waye ni orilè-ede Tanzania.
The President of America, Donald Trump has said he will renovate the presidential airplane by painting it red, white and blue.	Aare orilè-ede Amérika, Donald Trump ti so pe oun maa tun okò okò okò okò okò okò okò okò okò okò okò okò okò okò okò okò okò okò okò okò
We're now seeing outbreaks in human populations -- so far, fortunately, small events, tiny outbreaks, occasional clusters.	Ni bayii, a ti n ri awon nnkan to n selè lori awon eeyan -- ootó, awon nnkan kekere, awon nnkan kekere, awon nnkan kekere, awon nnkan kekere, awon nnkan kekere, 
He decided to narrate his dreams to a close spiritual adviser, Oníkòyí, king of Àjàṣẹ́ in Port-Novo, who counseled him to do what he was instructed in his dreams.	O pinnu lati salaye ireti rè fun alaboojuto nipa tèmi, Onikoyi, oloogbe Ajasé ni Port-Novo, to ran an lówó lati se ohun ti wón beere ninu ireti rè.
You can see the ears going up, going out, they're turning their heads from side to side, one elephant is flicking her trunk to try and smell.	O le ri etu nla, nla, wón n yò, wón n yò, erin n gbe oko rè lati gbiyanju.
Be Careful of Emailed Instructions	Fi Òrò-ayarabiasa Òrò-ibanisòròo
You can read the second part here.	O le ka òkan lara òrò naa nibi.
At the moment, 19 master teachers and small core staff have gone without salaries for over three months as the school struggles to secure strong funding partnerships and explore sustainable funding models for a school.	Ni bayii, awon akékòó mókandinlogun (19) ati awon osisé awon osisé kekere ti o lo lówó fun osu méta gégé bi ile-èkó naa se n sisé lati gbe awon ohun ti o n selè fun ile-èkó naa.
In much of the work that we do, we are the O-rings.	Ninu òpò isé ti a n se, a ni òkan-o-jòkan.
And, at the centre of it all is none but your very wife, Your own very wife. She's the enemies' agent'.	Bakan naa, ko si ikankan ninu gbogbo rè, sugbón iyawo re gan-an, iyawo re gan-an. O jé agbejóro olópaa.
President Muhammadu Buhari stated this on Monday, while receiving the outgoing British High Commissioner to Nigeria, Paul Arkwright, in a farewell address at the State House, Abuja.	Aare Muhammadu Buhari so òrò yii lójó Aiku (Monday), nigba ti aare orilè-ede Britain, Paul Arkwright, sòrò ninu ile igbimò asofin lorilè-ede Naijiria niluu Abuja.
"Onochie's allegations were completely false. In fact, the picture she shared ""was taken in February 2017"" at an event unrelated to ""electioneering,"" Chuba Ugwu pointed out in a reply to her tweet."	"Bakan naa, èsun ti Onochie fi kan òrò rè ni pe, ootó ni ""a mu ninu February 2017"" ninu apero kan ti wón n pe ni ""a mu ninu February 2017"" ninu apero ti wón n pe ni ""ipinlè ijoba,"" Chuba Ugwu so "
The first part of the answer is that technology magnifies our leverage, increases the importance, the added value of our expertise, our judgment and our creativity.	Apejo akókó ninu idahun naa ni pe èro-ayarabiasa n mu ki òpòlopò wa pò si i, o si n mu ki òpòlopò èkó wa, imò-ayarabiasa wa ati imò-ayarabiasa wa pò si i.
Now, we're talking about tobacco, and I know you're going to jump straight to number three: good health and well-being.	Ni bayii, a n sòrò nipa èjè, mo si mò pe o maa di òkan lara awon nnkan méta: alaafia ati alaafia.
I don't think that's rational.	Mi o ro pe ootó niyen.
What percentage of infected people were killed by it?	Iye awon eeyan ti ajalu naa selè wo ni wón pa?
She's known by her signature look, the one that you see here.	O ti mo oju rè, oju ti o ri nibi.
Ganduje said the order is subject to review.	Ganduje sòrò nipa ohun ti wón nilo lati tèsiwaju.
With this process, that figure is minus 600.	Pèlu isé yii, ogórun-un meji ati ogórun-un meji (600).
But this advice is unrealistic for most people. Below are some practical ways to defend against phishing.	Sugbón ibeere yii o daa fun òpò eeyan. Awon òna ti wón le gbó lati daabo bo iwa òdaran.
He also deleted the earlier tweet (Figure 3).	Bakan naa, o tun fi èro ayelujara ti a kókó sòrò (Figure 3) silè.
If you expand that out to think of a whole community, or all your employees in your company, you begin to realize how limited the Tamiflu option might be.	Bi o ba tèsiwaju iyen lati ronu nipa gbogbo agbegbe, tabi gbogbo awon osisé re ni ile-isé re, o bèrè si mò pe òna ti o fi n se e se e.
But the Wuhan coronavirus is not just a health crisis, it is also a major political moment of truth.	Sugbón arun arun Wuhan o jé nnkan ti wón n pe ni Wuhan nikan, o si jé akoko to lagbara gan-an fun ijoba.
And most importantly to them, how would others view them?	Pèlu ju lo fun won, bawo ni awon eniyan maa wo won?
Twitter became a tool for propagating ethnic hate and party politics.	Twitter di ohun-elo fun idagbasoke èya ati ijoba.
Sarri said truly he wanted Hazzard to remain in Chelsea, but he wil not stop him if he want to leave the football club.	Sarri so pe, o fé ki Hazzard duro ninu ikò agbabóòlu Chelsea, sugbón ko ni fé ki o kuro ninu ikò agbabóòlu òhun.
