English	Yoruba
This led me to invent a novel design for a beehive fence, which we are now building around small, one-to-two-acre farms on the most vulnerable frontline areas of Africa where humans and elephants are competing for space.	Eyi mu ki n se isé abe fun igbo, eyi ti a ti n kó ninu awon oko kekere, ti a n kó ninu awon oko kekere, ti a ti n kó ninu awon oko kekere, ti a n kó ninu awon oko
Social media propelled ethnocentric disinformation and propaganda during the Nigerian elections	Awon èro ayelujara fi òrò awon eeyan sòrò nipa awon eeyan, wón si n sòrò nipa awon eeyan lasiko idibo orilè ede Naijiria
The man showed him exactly where to start digging and told him that his life would depend on it.	Okunrin naa fi ibi ti oun ti n gbe o si so fun un pe igbeaye oun a gba lówó rè.
Two years ago the migrating birds had a multiple event where thousands died because of a mutation occurring in the virus, which made the species range broaden dramatically.	Lódun meji séyin, awon eranko to n gbe lagbegbe naa ni òpòlopò nnkan selè nibi ti egbeegbèrun eeyan ti ku nitori aisan to n selè ninu arun naa, eyi si mu ki orisirisi awon eranko na
So now, what about the law?	Ni bayii, nkó nipa ofin?
In cases of gang rape, offenders are jointly liable to 20 years imprisonment without the option of a fine.	Ninu òrò ti awon eeyan n se, wón maa n fi ogun (20) odun séwòn lai fi owo ransé.
It's one of the most lethal things we've seen in circulation in the world in any recent centuries.	O jé òkan lara awon nnkan to le koko ju ti a ti ri ninu òpò odun séyin.
We are what happens to a western democracy when a hundred years of electoral laws are disrupted by technology.	Ohun to n selè ni iwò oorun nigba ti òpò odun ti ofin ijoba fi n se ofin ijoba.
Vice President Yemi Osinbajo is visiting the United States where he will be meeting with his US counterpart, Mr. Mike Pence, and other key groups and interests in the country.	Aare aare Yemi Osinbajo ti n sebèwo si orilè-ede Amérika, nibi ti o ti maa pade pèlu aare rè Mike Pence ati awon egbé mii ti o nifèé si orilè-ede naa.
Twenty-four months worth of food?	Osu mérin o to ounje?
Do you really have a place to stockpile 18 months worth of food?	Njé o ni ibi ti o le se ounje odun mejidinlogun (18)?
That is not my argument.	Ki i se òrò mi niyen.
"#ArewaMeToo became northern Nigeria's version of the global #MeToo movement. (Arewa is the Hausa word for ""North"") - igniting a storm of online discussion on rape and other forms of gender-based violence."	"#ArewaMeToo di orilè-ede Naijiria ti o jé èya #MeToo lorilè-ede Naijiria. (Arewa ni òrò ede Hausa fun ""Oorun"") - o jé òkan-o-jòkan ifòròwanilénuwo lori ayelujara lori "
7. As at this morning, Nigeria had recorded 1,273 cases across 32 States and the FCT. Unfortunately, this includes 40 deaths.	Ni aarò yii, orilè-ede Naijiiria ti gbe ejó kan ati ogórun-un méta (1,273) ejó lorilè-ede mejilelogoji ati FCT. O bani ninu jé pe, ogoji (40) eeyan lo ku.
What is the point of bragging on account of an ass which when one rides on it one's feet drag on the ground?	Ki ni nnkan ti a n gbe lori eegun ti èyin a n gbe e léwòn?
No wonder her face radiated happiness, and she became talkative.	Abèrè ni pe oju è dun, o si n sòrò.
She was duty-bound to let him know the whole truth however unpalatable it was going to be to him.	O ni ètó rè lati jé ki o mo gbogbo òrò tootó bi o tilè jé pe o jèbi, o ni jé ki o mo gbogbo òrò naa.
Wait, aren't we supposed to keep passwords in our heads and never write them down?	Duro, se a nilo lati fi òrò-ifiwole si ori wa ki a ma si ko won silè?
There was nothing they would not do once law and order broke down.	Ko si nnkan ti wón o le se nigba kan ti ofin ati ofin ba da.
I do not seek the change the world, but rather keep it as it's meant to be.	Mi o ri iyipada aye, sugbón ki n pa a gégé bi o se ye.
And not only do the refugees live in very dramatic circumstances inside those countries, but the local communities themselves are suffering, because salaries went down, because there are more unemployed, because prices and rents went up.	Ki i se pe awon ara wa n gbe lawon orilè-ede naa, sugbón awon agbegbe to wa lagbegbe naa n jiya, nitori owo o pò, nitori awon ti ko sisé, nitori owo o pò, nitori owo ati owo o pò.
He urged public employees to act on Thursday, saying the stoppages would lead to a general strike.	O ro awon osisé agbegbe pe ki wón sisé lójóbo (Thursday), o ni awon isèlè naa yoo mu ki gbogbo omo orilè ede Naijiria ja.
Web-based proxies	Awon isé-atinuda ti o wa lori ayelujara
"Think of the word ""restaurant,"" borrowed from the French language into English."	"Ronu nipa òrò ""itaja"" ti wón fi ede Faranse si ede Gèési."
Madam had been so aggressive in recent times.	Arabinrin naa ti n sòrò gan-an lasiko to koja yii.
Well how good a city council you have, how good a mayor you have -- that's who's going to be in charge.	O dara bi igbimò ilu ti o ni, bi oludari ti o ni -- eni ti o maa sisé niyi.
"The series of events culminated in an on-air phone-in programme, whereby listeners made phone calls to say ""happy World Radio Day"" in their diverse range of languages and tongues:"	Awon isèlè naa pari nipasè èro-ibanisòròo lori èro-ibanisòrò lori èro-ibanisòrò lori èro-ibanisòrò lori èro-ibanisòrò lori èro-ibanisòrò lori èro-ibanisò
And yes they die, drowning in their own fluids, of pneumonia.	Béè ni, wón n ku, wón n pa ninu èjè ara won, arun arun pneumonia.
"""Only gathering in respect of funeral will be allowed but the attendance shall be limited to 20 persons with no night vigil or party."	"""Awon eeyan nikan ni wón le se ipade tori ipèyarun, amó ogun (20) eeyan ni wón o le se ipade."
Several online services - including Facebook, Google, and Twitter - offer 2FA as an alternative to password-only authentication.	Òpò awon isé-airidimu lori ayelujara - titi kan Facebook, Google, ati Twitter - ni èda 2FA gégé bi òna ti a o fi n se idanimò òrò-ifiwole.
White House national security adviser John Bolton said on Tuesday he does not think recordings related to Khashoggi's killing, which were shared by Turkey, implicate Saudi Crown Prince Mohammed bin Salman.	John Bolton to jé agbenuso fun ile igbimò asofin lorilè ede Naijiria, John Bolton so lójó Iségun (Tuesday), o ro pe awon òrò kan ti wón gbe jade nipa ipèyarun Khashoggi, eyi ti orilè-ede Turkey ati Mohammed bin Sal
And it did this by illicitly harvesting the profiles of 87 million people from Facebook.	O si se eyi nipasè ti o n gbe akosilè awon eeyan mejidinlaaadórin (83) lati owó Facebook.
According to police data published by The Times of India, witch-hunting in Jharkhand has claimed 123 lives from May 2016 to May 2019.	Òrò olópaa ti iwe iroyin The Times of India gbe jade ni May 2016 si May 2019.
But as the public less and less believes in European institutions, it is also each time more difficult to convince the public that we need more Europe to solve these problems.	Sugbón bi gbogbo omo ilè Yuroopu se n nigbagbó ninu awon eto ilè Yuroopu, o tun n rorun lati da gbogbo omo ilè Yuroopu loju pe a nilo ilè Yuroopu ju lo lati yan awon isoro wònyi.
According to Prem Chand:	Gégé bi Prem Chand se so:
On Matchday 1 of the qualifying series, South Africa won 2-0 with goals from Tokelo Rantie and Percy Tau right inside the Godswill Akpabio Stadium, as Coach Gernot Rohr sent out a young, inexperienced Nigerian squad.	Ni ojó akókó ifesèwonsè òhun, orilè-ede South Africa jawe olubori pèlu ami-ayo 2-0 lati owó Tokelo Rantie ati Percy Tau ninu papa isere Godswill Akpabio, gégé bi akónimòógba agba ikò agbabóòlu orilè-ede
We've had 7,000 graduates of our baby college, we've eliminated the Black-white achievement gap in our schools.	A ti ni egbèrun meje (7,000) akónimòógba ninu ile-èkó omo wa, a si ti fi òkan-o-jòkan òkan-o-jòkan ninu awon ile-èkó wa.
In 2019 elections, this meant that Atiku is a supporter of the Igbo who had once tried to break away from Nigeria.	Ninu idibo idibo odun 2019, eyi tumò si pe Atiku jé agbenuso fun Igbo ti o ti gbiyanju lati kuro lorilè ede Naijiria.
No dialogue anymore with the enemy at home.	Ko si ibamu pèlu òta ni ile.
Senate Leader, Yahaya Abdullahi who was at the meeting said a sub-committee has been set up to come up with key areas from the El-Rufai report that would require legislative action especially in areas of good governance both at the state and federal levels.	Adari ile igbimò asofin, Yahaya Abdullahi to wa nibi ipade naa so pe igbimò kan ni wón ti seto lati se awon nnkan pataki ninu iroyin El-Rufai, paapaa julo lori awon ijoba ipinlè ati lorilè ede Naijiria.
The Managing Director of the company was not kept in the true picture of things. He had been deceived by his Personnel Manager.	Oludari ile-isé naa o fi oju tootó wo nnkan. Alaga awon osisé rè ti n boju to o ni èsun okan rè.
And now we're in the midst of a global pandemic.	Ni bayii, a wa laaarin arun arun agbaye.
"However the statement directed that Members"" aides and Staff of the National Assembly to work from home and ""will be notified when needed in the office for any special assignment."""	"Amó òrò naa so pe ki awon alaboojuto igbimò asofin ati awon osisé ile igbimò asofin sisé lati ile, ki wón si ""salaye nigba ti wón ba nilo èka ófiisi fun isé takuntakun."""
And in a completely separate case, he's being referred to our National Crime Agency, our equivalent of the FBI, because our electoral commission has concluded they don't know where his money came from.	Ninu ejó kan ti o yatò si i, wón n pe ejó naa si Ajo To N Ri si Ètó Omoniyan ti ijoba orilè-ede Naijiria, iyen ajo FBI, nitori ajo to n ri si ijoba orilè-ede naa ti pari pe won o mo
Today, his cave has 24 rooms and counting.	Lonii, yara mérinlelógbòn (24) ni wón n ko.
The beautiful future of solar power	Ojó iwaju ina oorun
Zanzibar's one and only music academy on the brink of closure	Èka ófiisi orilè-ede Zanzibar kan soso ni o ti tèsiwaju
--- Berhalter named coach of U.S. men's national football team	--- Berhalter di akónimòógba agba ikò agbabóòlu orilè-ede U.S.
Fayemi, who said he was aware of the negative consequences of the new development on businesses and families, said palliatives were being worked out for residents, especially high risk and vulnerable citizens.	Fayemi, to so pe oun mò nipa ipa ti idagbasoke tuntun yii selè si awon ileesé ati awon idile, o ni awon nnkan ti wón n se fun awon olugbe, paapaa julo awon omo ilu to lewu ati awon omo ilu
It did not take her long, this time, to get to Oke-Ado.	Ko si igba to koja lati wa si Oke-Ado.
Like the #ChurchToo movement, the #SexForGrades outcry has again revealed the realities of sexual violence against women and the abuse of power that allows this sexual violence to thrive.	Bii ti igbimò #SexToo, igbimò #SexforGrades se n salaye ohun tawon obinrin n se fun won ati bi wón se n fi agbara se n jé ki iwa ipónilókan yii duro.
ADDRESS BY H.E. MUHAMMADU BUHARI, PRESIDENT OF THE FEDERAL REPUBLIC OF NIGERIA ON THE CUMULATIVE LOCKDOWN ORDER OF LAGOS AND OGUN STATES AS WELL AS THE FEDERAL CAPITAL TERRITORY ON COVID- 19 PANDEMIC AT THE STATE HOUSE, ABUJA, MONDAY, 27th APRIL, 2020	ÒRÒ H.E. MUHAMMADU BUHARI, ÒJÒ ÒJÒ ÒJÒ LÓLÓLÓLÓLÓLÓÓ OKUN LÓLÓLÓLÓÓ OKUN LÓLÓLÓLÓÓ OKUN, NI ÒJÒ ÒJÒ ÒJÓ, odun 2020
The meeting started at the office of the president at the state house, the moment May came to the state house at expertly 12:00noon.	Ipade naa bèrè ni ófiisi aare to wa ni ile igbimò asofin ni ipinlè naa, nigba ti May bèrè si ile igbimò asofin ni aago mésan-an aarò.
"American rapper Kanye West brought his ""Sunday Service"" pop-up concert to Kingston, Jamaica, at the start of its National Heroes Day holiday weekend (October 19-21, 2019)."	"Kanye West to jé akónimòógba agba lorilè-ede Amérika, Kanye West gbe orin ""Sunday Service"" rè lo si ilu Kingston, lorilè-ede Jamaica, nigba ti o bèrè òsè National Heroes Day (October 19-21, 2019)."
Antoine Kaburahe, Iwacu founder who now lives in exile, wrote:	Antoine Kaburahe, to jé oludari Iwacu to n gbe ni alainile, kòwe pe:
I documented as I struggled to master these natural hairstyles, and also as I struggled to embrace them and think that they actually looked good.	Mo n salaye bi mo se n duro lati gba awon aato wònyi, ati bi mo se n duro lati gba won, ki n si ro wi pe o dara.
Every time is different.	Ojoojumó la n yònda.
And it is not enough to say that you will do better in the future.	Ko si ohun to to lati so pe o maa se daradara lójó iwaju.
The mighty power of the enemies was upon him, pushing him, pushing him, making him resist all attempt to bring sanity back. She could hear Alamu snapping back at her.	Agbara awon olópaa wa lori rè, wón n fò ó, wón n fò ó, wón n fò ó, wón n fò ó, wón n fò ó, wón n fò ó, wón n fò ó, wón
We want them to see that protecting health systems and other critical social institutions is an integral part of their mission.	A fé ki wón ri i pe bi wón se n daabo bo awon eto ilera ati awon ileesé mii ti o se pataki ninu isé won.
Most of the work that we do requires a multiplicity of skills, and brains and brawn, technical expertise and intuitive mastery, perspiration and inspiration in the words of Thomas Edison.	Òpò isé ti a n se nilo òpòlopò èkó ati okan, imò-èro ati imò-èro, imò-èro ati imò-èro, imò ati imòran ninu òrò Thomas Edison.
The wall clock continued ticking away, it was now two o'clock in the morning. The sound of the alarm watch blare's ears, she came to the sitting room and sat down.	Ojó aarò n gbe, aarò meji ni aarò. Iro aago n wo eto, o wa sile ejó, o sòrò.
So now, we can concentrate on one fingerprint only -- that of the killer's.	Ni bayii, a le sòrò nipa òkan-o-jòkan nikan -- òkan-o-jòkan olòtè.
It is in a visitor's presence that one gets into debt; it is in her absence that one repays the debt.	Oju alejo la n gbowo; oju è la n gbowo.
She'd suffered, probably like no other woman had ever suffered before.	O se kedere pe o fara pa, o le jé pe ko si obinrin mii to fara pa.
Well, I say that life's exams never end:) Another roll call came from here.	O daa, mo so wi pe iwadii aye ki i pari:) Ipe miiran wa lati ilè yii.
The senior supervisor of the company assured us that, though the competition is coming to an end on Sunday, yet Rite foods will continue in his effort to support Sport competitions. He said the reason for the support of Ritr Foods for filed sport competition in Asaba in 2018 was that provision ofrefreshment for the Champion.	Òga agba ile-isé naa fi da wa loju pe, bo tiè jé pe ifesèwonsè naa n bò lóna lójó Sunday, o ni ohun ti o mu ki ifesèwonsè naa tèsiwaju fun ifesèwonsè olórèéjòré òhun
Manchester City captain Vincent Kompany says his natural athletic ability and desire to keep improving can help him prolong his career with the English Premier League champions.	Akónimòógba agba ikò agbabóòlu Manchester City, Vincent Kompany so pe, òkan-o-jòkan ifesèwonsè olórèéjòré ati ifé lati tubò tèsiwaju, o maa ran o lówó lati tèsiwaju pèlu ikò agbabóòl
Which among the leaves of the locust-bean tree is adequate to receive corn-loaf?	Ta ni lara ewe igi òpòlopò ni o tó lati gba òpòlopò?
But the good thing to come out of this tragedy is the attention that the story brought towards the plight of threatened wild animals.	Sugbón ohun to dara lati jade ninu isèlè yii ni pe òrò yii mu ki awon eranko to n boju to isèlè naa ba òpò awon eranko to n boju to isèlè naa.
Because currently, medical education, for example, is given in institutions based in cities, focused on quality health services and skills, clinical skills, to be given in institutions.	Nitori bayii, èkó ile-iwosan ni wón n funni ni awon ile-isé to wa ni ilu, ti wón n sisé lori awon isé iwosan to daa ati awon imò-èro, awon imò-èro, awon imò-èro, awon
Have you ever tried to talk him out of it?	Se o ti gbiyanju lati ba a sòrò?
"""Even though the new media is taking over the world with the way we do things, radio is still the most viable option for many people to get information, it remains the most powerful tool for journalists to reach people in the farthest and remote areas..."" said Bishop George Bako, during his opening remarks at the World Radio Day Symposium. Bako is the former Director-General of the Federal Radio Corporation of Nigeria (FRCN)."	"Bishop George Bako se so pe ""Bo tiè jé pe awon oniroyin tuntun yii n sisé lorilè-ede Naijiria pèlu òna ti a ti n se nnkan, rédio si jé òna to pò ju fun òpò eeyan lati ri iwifun, o si"
Brought from the village to cure your malady.	Wa lati ilu ki wón le boju to arun e.
If the thief feels no shame, members of his household should.	Bi olòran o ba n binu, awon ara ile rè o ye.
"""Are you black?"	"""Se e o ni ahun?"
Of course not, and we are asked to delve deeper with our investigation.	Béè ni, a ni ki a tèsiwaju nipa iwadii wa.
Her eyes gazed intently at the door resolving she would take Alamu up on several issues the very minute he showed his face in the house.	Oju rè n wo ile, o si n wo òpò nnkan ninu ile naa, o si fi oju rè han ni ile naa.
The demonstrations have already killed six people, including one police officer, and wounded many.	Awon afèhonuhan naa ti pa eeyan méfa, titi kan olópaa kan, o si ba òpò eeyan jé.
"This article is part of the project, ""the identity matrix: platform regulation of online threats to expression in Africa."""	"Apejuwe yii wa lara isé naa, ""ipilè idanimò: ilana ofin aabo lori ayelujara nilè Adulawò."""
This is not your normal garden-variety flu.	Eyi ki i se aféfé igbo.
Minister of Information and Culture, Mr. Lai Mohammed, said this in Istanbul, Turkey, while speaking at the ongoing 3rd UNWTO/UNESCO World Conference on Tourism and Culture, jointly organised by the two UN agencies.	Minisita fun iroyin ati asa Ògbéni Lai Mohammed so òrò yii niluu Istanbul, lorilè-ede Turkey, nigba ti o n sòrò nibi ipade òhun ninu Ajo UNESCO ati Ajo UNESCO ti awon ajo to n ri si ijoba mejeeji n se
This was based on European and North American data.	Iwadii yii wa lori òrò ayelujara lorilè-ede Yuroopu ati North America.
[Bottom] It is not enough [to remove him], the neglecting president must be removed from the management process so that he is properly done with.	[Bottom] Ki i se to, aare ti o ba sisé ni a gbodò da a silè, a gbodò da aare rè silè ki o to se e.
Number two, Imperial Tobacco.	Nnkan meji, èjè ipilè Imperial Tobacco.
A VPN protects your traffic from being spied on locally, but your VPN provider can still keep logs of the websites you access, or even let a third party snoop directly on your web browsing.	VPN-data-pada-si-odu-aabo aabo itakuròso re lorilè-ede, sugbón oniruuru itakuròso VPN re o le fi òrò-ifiwole awon itakuròso ti o n lo, tabi ki ikanni kòòkan sisé lori
In March this year, Enough is Enough Nigeria (EIE), a youth-based movement and Paradigm Initiative (PI), a digital rights policy and advocacy group, instituted a court case in an Abuja court against Onochie and Gbenga Olorunpomi, an aide to Kogi State governor.	Ni March odun yii, Enough is Enough Nigeria (EIE), egbé awon òdó ati Paradigm Initiative (PI), ajo to n ri si ètó awon òdó ati egbé to n ri si òrò awon òdó ati Paradigm Initiative (PI), seto ile ejó
#NAME?	#name?
"""I am trying to save a lot of money, l only go out when it is necessary. My priority is to secure Nigeria."""	"""Mo n gbiyanju lati gba òpòlopò owo, nigba ti o ba ye ki n kuro nibi ti o ba ye. Ipinnu mi ni lati da aabo orilè ede Naijiria silè."""
In Nigeria, rape is punishable with life imprisonment. A minor can face up to 14 years in prison.	Ni orilè-ede Naijiria, a o le fi èmi rè séwòn odun mérinla.
The group is to meet a few times a year, to provide perspectives on key developments and policy issues.	Awon egbé naa maa n pade diè lódoodun, ki wón le salaye nipa awon ohun ti o se pataki ati awon òrò ti o n selè lódun.
Read more: As ethnic hate speech rises, Nigerian writers push back	Ka si i: Bi òrò èya se n pò si i, awon onkòwe orilè ede Naijiria n tèsiwaju
And so my question to you is, is this what you want?	Nitori naa ibeere mi fun yin ni, se eyi ni o fé?
Hypothetically, if you replaced all power generation with this process, then you would not only eliminate all of the emissions from power generation but you would start removing emissions from other sectors as well, potentially cutting 60 percent of overall carbon emissions.	Ni afikun, bi o ba fi èro-ibanisòròo èro-ibanisòròo yii sisé, o o maa fi gbogbo awon imititi ilè-airidimu ti o wa ninu èro-ibanisòròo, sugbón o maa bèrè si i 
These are Current Windows, where we replaced all windows in a gallery in London, in Soho, with this modern version of stained glass.	Wón ni Windows Current Windows, nibi ti a ti se atunse si gbogbo Windows to wa ni ilu London, ni ilu Soho, pèlu èda ti a gbe jade yii.
And I call on them to uphold global conventions.	Mo si n pe awon eeyan pe ki wón gbogun ti apejo agbaye.
So the Origen Power Process feeds natural gas into a fuel cell.	Nitori naa isé-airidimu orilè-ede Origen n fi awon nnkan ti wón n pe ni gas sinu èro-ayarabiasa.
"He won in two categories, ""Best Clip"" and ""Best Male Singer"" at the 46th Pantene Golden Butterfly Awards."	O gba ami-èye meji ninu idije Pantene Golden Butterfly Award.
However, even as we approach cost parity, the majority of those who own solar earn much more than the average American.	Amó, bi a se n boju to owo, òpò awon ti o ni imò oorun ni n ra ju iye awon ti o ni imò oorun lo.
#NAME?	#name?
I wish there was more support from the authorities and government for the work that we are doing here.	Mo fé ki awon alase ati ijoba maa ran mi lówó fun isé ti a n se nibè.
When the war was over, I got permission -- unbelievably -- from my medical school to take some time off and follow some of the families that I had befriended in the camp back to their village in Kosovo, and understand how they navigated life in this postwar setting.	Nigba ti ogun naa bèrè, mo gba anfaani -- o daju -- lati ile-èkó mi to n sisé abe ni ile-èkó mi to n sisé abe lati tè le awon idile ti mo ti fèyinti ni papa iséninisèé, ki wón si mo bi
That's right, In happier times, Labake would have told the receptionist that she too was not a stranger to Uncle Sam's country.	O daa, nigba miiran, Labake maa so fun alaboojuto naa pe oun o jé ara orilè-ede Ògbéni Sam.
The patient was a priest who became infected during a visit to the town of Butembo, 200 km north of Goma, where he interacted with Ebola patients, Congo's health ministry said in a statement.	Alaboojuto kan to wa si ilu Butembo, to jé ogórun-un meji (200) kilomita si Goma, nibi ti o n sòrò pèlu awon alaisan to ni Ebola, ijoba orilè-ede Congo so ninu òrò kan.
AG: [I believe] it was on purpose, because part of the strategies of Daesh is against refugees, because they see refugees as people that should be with the caliphate and are fleeing to the crusaders.	AG: [Mo nigbagbó] o se nitori pe o jé òkan lara awon òna ti Daesh fi n gbe awon olugbe, nitori wón ri awon olugbe gégé bi awon eniyan ti o ye ki wón gbe pèlu ikolu, ti wón si n 
And what gives these questions traction and power beyond the circle of committed nativists is the way they tap into an everyday, seemingly harmless sense of national belonging and activate it, heighten it and inflame it.	Ohun ti n fun awon ibeere wònyi ni òna ti wón n fi okan ati agbara loju awon onimò-o-jòkan-o-jòkan-o-jòkan-o-jòkan-o-jòkan-o-jòkan-o-jò
On its official Twitter handle @NCDCgov, the Nigeria Centre for Disease Control, NCDC, showed the breakdown of the new cases;	Ninu èro Twitter @NCDCgov, Ajo to n ri si ikolu arun arun, NCDC fi han pe awon ejó tuntun naa ti pò si i;
""" This essentially means: the looser the curl pattern, the better the hair."	""" Eyi tumò si pe: bi irun ba pò ju, bi irun ba dara ju."
She rested flower vases on all the window panes, hung photographs neatly on the wall in the corners of the sitting room and the bedrooms.	O fi òpòlopò awon nnkan ti wón fi n wo oju ewe, o fi awon fóto to daa sóna lori oju ewe, o si fi awon fóto to daa sóna lori òdò awon eeyan.
And I think our generation should do the same.	Mo si ro pe idagbasoke wa gbodò se béè.
And my deep belief is that it was not the refugee movement that triggered terrorism.	Ohun to jé ki n gbékè le e ni pe ki i se igbesè aabo ni o fa iwa òdaran.
In addition to showing you a PDF, it also downloaded malware onto your computer.	Yatò si fi han o ni PDF, o tun gba aabo sori èro-ayarabiasa re.
--- Bafana clash: Musa, Balogun, 20 others train in Asaba	--- Bafana fagba han Musa, Balogun, ogun (20) miiran niluu Asaba.
Nigeria went to the polls to elect a new president and a national parliament on February 23, 2019.	Orilè ede Naijiria lo sòrò lati yan aare tuntun ati ile igbimò asofin orilè ede Naijiria ni February 23, 2019.
But with these two things you have brought now.'	Sugbón pèlu nnkan meji ti e ti mu bayii.'
And we can't rely on the others -- the government, the engineers -- to make positive changes.	A o si le gbékè le awon mii -- ijoba, awon onimò-èro -- lati se ayipada rere.
"The visit will highlight key themes in both nations"" relationship, including the importance of Commonwealth ties, youth opportunity, business and entrepreneurship, educating of women and girls, and defence co-operation, among other issues."	Ayeye yii maa kó awon òrò pataki ninu ibasepò awon orilè-ede mejeeji, titi kan bi o se ye ki ibasepò awon omo orilè-ede Commonwealth, awon òdó, anfaani awon omode, eto aje ati eto idagba
Labake smiles to herself, this girl had thoroughly gone mad... Let her remain standing there, Labake yawned loud. She stood up and staggered towards her own room propping Tinu to her chest, she had become badly spent.	Labake sòrò, omodebinrin yii ti n dun ara rè gan-an... Ki o duro sibè, Labake n sòrò, o si gbe e lo si iwòn rè, o ti n gbe Tinu si iwòn rè, o
Also at hand to receive him were the Nigerian Ambassador to Saudi Arabia, Justice Isa Dodo (rtd), the Director General of the National Intelligence Agency, Ambassador Ahmed Rufa'i Abubakar and officials of the Nigerian Consulate in Jeddah.	Bakan naa ni aare orilè ede Naijiria, Justice Isa Dodo (rtd), alaboojuto ajo National Intelligence Agency, Ambassador Ahmed Rufa'i Abubakar ati awon osisé ile-isé to n ri si ijoba orilè ede Naijiria niluu Jeddah.
The eyelashes do not make dew; a venerable old beard does not behave like an ingenue.	Oju ki i tan; agbalagba ki i tan bi agbalagba.
The Flying Eagles play against the Young Squirrels of Benin in their first match of the tournament on December 7, before matches against Junior Mena of Niger Republic (Dec. 9) and Ghana's Black Satellites (Dec. 12).	Èwè, ikò agbabóòlu Flying Eagles yoo kopa ninu ifesèwonsè akókó ti yoo waye ni December 7, ki o to koju Junior Mena of Niger Republic (Dec. 9 ati Ghana's Black Satellites (Dec. 12).
In following the guidelines given by the ministry of health and to adhere to this guidelines only can make us overcome.	Bi a ba n tè le awon ilana ti wón fi n se isé iwosan ilera ati bi a ba n tè le awon ilana yii, a o le bori.
In 1843, Reverend Samuel Àjàyí Crowther of the Christian Missionary Society developed the Yorùbá orthography by adopting Latin script with diacritics - or accent marks.	Lódun 1843, Reverend Samuel Ajayi Crowther to jé òkan lara awon to n so ede Yoruba da ede yii silè nipa lilo awon akosilè latinu ede latinu - tabi awon akosilè ti wón fi n so ede yii.
"Flahaux and De Haas argue that these narratives are propagated not only by ""media and politicians"" but also by scholars."	"Flahaux ati De Haas so pe ""awon oniroyin ati oselu"" nikan lo n gbe iroyin yii jade, amó awon òmòwe naa tun n kékòó nipa rè."
But now. Well.	Sugbón bayii. O daa.
Africa can't and won't be a testing ground for any vaccine.	Ilè Adulawò o le jé ibi ti wón ti n sewadii fun arun arun.
Adéṣínà Ayẹni (Ọmọ Yoòbá), Global Voices Yoruba translation manager, recounts his recent experience trying to procure a visa to Lisbon, Portugal, for the 2019 Creative Commons Summit:	Adesina Ayeni (Omo Yooba), to jé alaboojuto awon atumò ede Global Voices Yoruba royin iriri ti o ti n gbiyanju lati gba iwe iwadii si ilu Lisbon, lorilè-ede Portugal fun ipade odun 2019 Creative Commons:
Another five (5) people were discovered to be COVID-19 positive in Nigeria, which make the total number of those positive to be three hundred and twenty three (323), when eighty five (85) people are discharged, ten (10) people are dead. Nigeria center for disease control (NCDC) announced this on their Twitter handle @NCDC.gov	Awon eeyan marun-un (5) mii ti wón ri i pe o ni arun COVID-19 ni orilè-ede Naijiria, iyen si mu ki iye awon ti o ni arun yii di méta ati ogórun-un méta (323), nigba ti awon méwaa (85) ni w
According to John Enenche, the Nigerian Armed Forces sees those clips as calculated attempts to tarnish its professional integrity.	Gégé bi John Enenche se so, awon olópaa orilè ede Naijiria n ri awon nnkan yii gégé bi nnkan ti wón n gbiyanju lati se ohun ti wón nilo.
What a relief!	O se iranlówó gan-an!
"And they have, as a policy, they call the ""people to people"" policy that every refugee should be received."	"Wón ni, gégé bi ofin, wón pe ""eniyan si eniyan"" ni ofin ti gbogbo eniyan gbodò gba."
The mad dog, and the person who behaves like a mad dog, both make it impossible for one to know the real dog.	Aja, ati eni ti o se bi aja, mejeeji o jé ka mo aja gidi.
In 2001, I was a brand new, shiny doctor, planning to save the world.	Ni odun 2001, mo jé dokita tuntun, onimò-ijinlè tuntun, mo si n seto lati gba aye laaye.
However, most of us know that this is not true.	Amó, òpò ninu wa mò pe eyi ootó.
And they told me that they were most fed up with the immigrants and with the refugees.	Wón si so fun mi pe awon ara awon asikiri ati awon ara ibi ti wón ti n gbe pò ju lo.
Ebola causes diarrhea, vomiting and haemorrhagic fever and can be spread through bodily fluids.	Ebola maa n fa arun ara, o maa n fa èjè, o si maa n fa èjè ninu ara.
I read your intense messages of support.	Mo n ka awon òrò ti o n fun mi nisiiri.
Otherwise, they would turn the place into a battlefield.	Béè si ni, wón maa fi ibi naa di ogun.
#NAME?	#name?
COVID-19 is a deadly disease, that make the economy of the whole world collapsed.	COVID-19 jé arun ti o lewu gan-an, ti o si mu ki idagbasoke aje orilè-ede gbogbo agbaye lagbara.
Sala is going to the capital city of Welsh after he has signed a contract of fifteen million pound with Bluebirds football team.	Sala yoo lo si ilu Welsh léyin ti o ti foruko silè pèlu ikò agbabóòlu Bluebirds.
This is a lie, it's a total lie.	Iró niyi, iró niyen.
Or can we get away with some different kinds of masks?	Amó a le fi oniruuru aworan jade?
"The survey also showed that Nigerian Christians also ""have a more favorable opinion of the US (69 percent) than do Muslims (54 percent)."""	"Iwadii naa tun fi han pe awon Kristeni to wa ni orilè-ede Naijiria ""ni èmi to dara si orilè-ede US ju ti awon musulumi mejidinlaaadórin (5 ida)."""
